id,cuisine
19427,thai
19426,greek
19429,indian
32508,mexican
38168,southern_us
26558,southern_us
35412,greek
35410,mexican
35411,italian
24878,mexican
48707,italian
11419,french
16293,greek
16292,chinese
38895,french
38894,thai
38896,indian
38891,korean
17475,southern_us
36264,mexican
4478,italian
36267,southern_us
25461,southern_us
13360,chinese
13366,cajun_creole
48608,mexican
46028,southern_us
42078,french
46758,mexican
42076,italian
49036,italian
46755,indian
42075,mexican
46021,chinese
46752,italian
42070,chinese
28640,mexican
2464,italian
47871,cajun_creole
48348,chinese
48349,italian
41253,greek
45224,filipino
48345,vietnamese
45590,italian
20166,mexican
48341,southern_us
36192,french
36191,mexican
36194,brazilian
36195,chinese
36198,thai
47874,indian
24772,mexican
16878,indian
42619,mexican
12148,korean
45040,spanish
45041,indian
10439,french
10438,french
10128,italian
10431,french
36993,mexican
9302,southern_us
36995,greek
18871,southern_us
33015,mexican
33017,italian
37025,italian
18874,indian
49694,french
37029,mexican
49699,mexican
49698,irish
33018,filipino
8963,french
8961,french
8965,mexican
16846,italian
25735,indian
26919,chinese
26913,indian
6441,indian
1645,chinese
41036,indian
41038,french
44314,mexican
579,southern_us
44316,mexican
40340,mexican
573,mexican
44318,italian
40348,southern_us
18297,italian
23108,mexican
24217,italian
24214,brazilian
18292,mexican
2803,mexican
18299,southern_us
28018,indian
1423,indian
3369,korean
1427,vietnamese
6326,italian
1429,filipino
47965,southern_us
14731,chinese
28015,indian
28016,italian
3363,italian
34221,italian
30276,brazilian
34229,chinese
38796,italian
18862,thai
38794,southern_us
38795,thai
4272,italian
4271,indian
13966,indian
4276,spanish
13965,italian
4279,mexican
35173,italian
23106,mexican
18123,italian
5556,italian
5551,brazilian
5550,indian
5558,french
38240,italian
38241,mexican
38247,southern_us
38249,italian
18565,mexican
13661,italian
30099,french
4864,japanese
8581,italian
8585,mexican
34596,french
34597,thai
31972,italian
31324,indian
27392,chinese
35313,mexican
31322,southern_us
43320,italian
47346,mexican
47345,italian
18484,vietnamese
23188,indian
30817,italian
30894,mexican
30897,italian
15066,thai
27749,filipino
27748,mexican
15063,chinese
27745,cajun_creole
27744,italian
27747,italian
6559,korean
48972,italian
16012,italian
25926,filipino
585,mexican
22324,jamaican
22326,italian
9961,vietnamese
25679,italian
25673,italian
23459,greek
18867,chinese
23450,italian
23456,french
27292,chinese
7505,french
9885,french
7502,italian
7503,mexican
9663,brazilian
16604,italian
16602,mexican
6127,southern_us
12777,mexican
12770,southern_us
12771,thai
42449,thai
42447,southern_us
42443,southern_us
42442,greek
22586,italian
22580,mexican
22582,mexican
30724,french
15973,italian
10950,italian
10954,chinese
10955,greek
21177,italian
16466,brazilian
21774,mexican
24983,italian
24981,chinese
24984,indian
24985,italian
25581,italian
25583,japanese
43063,french
25586,mexican
2254,brazilian
26166,southern_us
43069,irish
24182,japanese
13782,mexican
46254,southern_us
46255,filipino
49204,moroccan
49205,mexican
46926,mexican
31457,indian
46929,southern_us
46258,french
13781,british
22919,japanese
22917,southern_us
22914,thai
2784,italian
38408,southern_us
2786,indian
4804,greek
41939,moroccan
45697,indian
4809,french
41932,italian
41930,thai
16726,mexican
10602,southern_us
10600,southern_us
2078,french
10606,cajun_creole
2071,moroccan
10609,mexican
2075,cajun_creole
33468,chinese
14129,italian
18466,indian
18465,italian
14122,greek
14121,italian
14120,chinese
27984,french
17737,indian
17734,mexican
23586,french
9792,italian
15525,mexican
9797,italian
9799,mexican
9798,southern_us
36036,southern_us
14389,southern_us
14382,italian
18607,indian
14384,mexican
20402,italian
34967,italian
24135,southern_us
20409,british
48400,mexican
48403,mexican
39755,japanese
39758,french
34667,southern_us
44078,thai
18664,indian
44077,mexican
41751,mexican
15652,mexican
15650,italian
35394,mexican
29552,mexican
20357,french
29004,mexican
9809,cajun_creole
29008,greek
15529,mexican
35396,italian
37925,japanese
37928,vietnamese
9805,chinese
8170,french
15385,cajun_creole
8178,mexican
6499,southern_us
9802,italian
6948,southern_us
39320,southern_us
6942,italian
6947,italian
28982,italian
26925,indian
8205,southern_us
47570,mexican
23510,italian
8394,french
8395,southern_us
34783,italian
40404,cajun_creole
40406,french
27446,italian
40408,italian
4398,british
24406,filipino
24409,greek
28753,mexican
9619,chinese
3192,mexican
28979,thai
3190,italian
28975,french
28974,southern_us
30683,southern_us
22469,greek
35787,french
4024,italian
4020,cajun_creole
26377,mexican
26373,italian
13292,japanese
35788,italian
4029,indian
11385,japanese
43273,mexican
160,italian
32839,japanese
32838,french
19409,cajun_creole
32528,vietnamese
19155,southern_us
19154,indian
3995,italian
32836,thai
32830,french
19152,italian
40396,greek
1653,indian
23845,japanese
27176,italian
32789,indian
299,british
32783,southern_us
32786,indian
27178,mexican
587,brazilian
36201,french
36205,southern_us
25115,mexican
25113,italian
43987,french
26692,british
42052,french
40352,indian
42059,italian
47884,italian
46008,french
47886,southern_us
42585,moroccan
2447,french
2448,french
7867,indian
7866,mexican
7861,indian
42631,moroccan
42639,chinese
16815,mexican
46662,italian
12128,cajun_creole
15861,southern_us
6372,italian
6376,mexican
39694,british
10143,southern_us
39690,italian
10147,southern_us
46846,thai
10148,italian
39698,mexican
39699,mexican
26651,mexican
9630,italian
40982,italian
40983,cajun_creole
40984,mexican
9325,italian
33072,italian
33073,mexican
33077,italian
37008,italian
37007,greek
2833,filipino
18854,spanish
18852,chinese
37552,chinese
45204,italian
41230,greek
45206,mexican
41232,mexican
41237,mexican
41236,mexican
2830,indian
45208,thai
47952,italian
26973,italian
45315,indian
26974,mexican
26976,french
20094,italian
49413,mexican
28559,italian
48231,chinese
49419,southern_us
28558,indian
1623,french
5183,korean
3205,italian
5181,mexican
1627,italian
3202,southern_us
5184,southern_us
1996,mexican
1999,chinese
5188,british
1628,mexican
3209,french
48092,chinese
48093,chinese
41589,mexican
48095,japanese
10369,mexican
48098,italian
24655,italian
41580,italian
2860,mexican
2864,indian
22814,italian
44334,southern_us
2869,italian
44338,chinese
14711,indian
14712,french
14245,chinese
33692,cajun_creole
14715,french
14240,jamaican
33691,japanese
24236,southern_us
1192,southern_us
1195,italian
5456,mexican
5457,indian
31228,mexican
30258,italian
34201,southern_us
30255,italian
30523,southern_us
13948,mexican
45793,southern_us
4251,mexican
4253,chinese
30203,mexican
4255,mexican
35156,chinese
35155,french
13947,thai
5531,filipino
5536,italian
5535,british
5539,chinese
18142,indian
29020,southern_us
29024,italian
31348,mexican
31347,cajun_creole
47328,chinese
20598,mexican
23616,korean
23614,chinese
6573,italian
6570,italian
6571,chinese
6576,chinese
6574,chinese
27762,italian
48951,mexican
48957,italian
12211,italian
48955,southern_us
7694,italian
25948,greek
7691,indian
13978,italian
25941,italian
25946,cajun_creole
3835,italian
23475,japanese
3830,mexican
23472,italian
23471,mexican
3838,cajun_creole
31859,italian
30849,thai
35845,mexican
378,chinese
35841,mexican
35840,italian
35843,jamaican
370,mexican
373,indian
35848,mexican
376,filipino
32310,italian
19367,mexican
16661,japanese
16666,french
32315,french
29434,french
6651,southern_us
12715,southern_us
6149,french
6148,italian
14863,italian
10974,french
14860,chinese
25610,chinese
25613,southern_us
25617,mexican
26493,korean
26496,italian
32625,italian
21113,french
21117,indian
16487,indian
16484,indian
16485,vietnamese
22707,irish
7712,southern_us
20534,irish
26743,french
11597,italian
43518,mexican
43045,thai
43047,mexican
11599,mexican
43513,brazilian
29349,mexican
42932,mexican
42930,thai
42934,southern_us
17283,southern_us
20532,indian
41910,italian
41911,italian
38428,french
17534,chinese
41918,vietnamese
9768,japanese
2052,cajun_creole
4534,southern_us
13444,italian
4537,indian
4823,indian
10629,mexican
9407,japanese
11626,greek
7989,italian
33448,indian
33443,italian
33447,british
33444,italian
17759,cajun_creole
30068,mexican
21410,british
20645,mexican
24177,vietnamese
20647,italian
17752,japanese
17755,irish
20640,chinese
20643,italian
27962,italian
36541,french
36015,vietnamese
21414,southern_us
36019,southern_us
34580,chinese
20468,italian
34949,french
16313,thai
20392,mexican
20463,southern_us
34944,cajun_creole
20397,italian
48134,brazilian
48137,mexican
34940,italian
7324,mexican
39775,indian
10084,southern_us
39779,chinese
7328,mexican
7329,mexican
13422,greek
18442,french
41775,mexican
41776,italian
41779,thai
11239,chinese
29572,greek
7062,southern_us
29576,japanese
29577,mexican
37942,italian
37943,chinese
37764,french
33224,vietnamese
37946,southern_us
805,indian
18627,italian
18628,greek
37769,italian
6960,russian
15904,jamaican
12481,french
8629,spanish
15900,southern_us
15901,cajun_creole
8157,chinese
8150,cajun_creole
40795,chinese
39341,greek
39345,southern_us
14795,mexican
31596,chinese
31595,chinese
31594,french
24399,french
47513,french
47511,southern_us
47518,thai
27300,southern_us
40422,italian
18095,irish
9988,mexican
9985,mexican
9982,southern_us
20270,russian
24909,indian
23692,southern_us
14502,mexican
23288,british
416,southern_us
28228,italian
1388,southern_us
411,southern_us
1384,chinese
1385,french
418,indian
23285,italian
28737,chinese
27801,japanese
43213,mexican
12408,irish
28951,japanese
11369,chinese
11365,indian
11362,thai
11363,mexican
32819,italian
32813,italian
48059,southern_us
27905,southern_us
21232,mexican
28956,french
28339,indian
5270,italian
35451,irish
19287,vietnamese
19286,indian
23867,indian
25918,irish
27157,southern_us
27151,indian
25137,italian
25132,mexican
25138,irish
25429,southern_us
36220,japanese
23694,italian
36222,chinese
42032,jamaican
42030,italian
46065,thai
46066,italian
6689,southern_us
6680,indian
6685,italian
2429,italian
39907,italian
2421,mexican
2427,italian
16837,italian
16344,mexican
16347,irish
19826,indian
32101,mexican
32100,greek
19823,southern_us
16342,mexican
7844,italian
7841,indian
7843,indian
16838,filipino
12106,japanese
12105,chinese
6355,southern_us
6352,french
6359,chinese
9340,southern_us
9341,indian
9343,italian
9613,italian
9610,mexican
36484,indian
9349,japanese
36954,french
10162,chinese
36951,brazilian
21255,southern_us
46684,italian
30871,french
21704,southern_us
21702,italian
21253,mexican
21259,greek
46688,japanese
21709,indian
1815,italian
37570,italian
48302,italian
45260,italian
48301,italian
48306,french
48305,southern_us
41217,chinese
45269,mexican
44681,italian
1156,mexican
44139,brazilian
40168,korean
26957,chinese
44689,french
44136,mexican
44131,indian
40160,mexican
40161,mexican
42223,mexican
14084,southern_us
49435,russian
37689,chinese
1978,british
1977,italian
1975,french
1974,moroccan
3220,mexican
1607,chinese
3222,italian
18366,italian
13272,french
13270,italian
45089,southern_us
45086,vietnamese
45081,southern_us
44359,southern_us
44358,mexican
40308,italian
2848,mexican
40303,mexican
30905,mexican
44356,southern_us
5476,italian
3321,indian
3322,thai
3323,southern_us
3324,chinese
14269,irish
14264,greek
3329,british
28508,british
14267,italian
5479,mexican
20076,cajun_creole
20077,italian
45884,cajun_creole
30298,mexican
20071,french
38756,russian
38755,italian
20079,french
30508,chinese
34880,italian
34881,irish
30506,cajun_creole
18164,french
18163,italian
28349,korean
325,italian
3979,french
38280,indian
5512,southern_us
5516,southern_us
34081,thai
530,french
538,mexican
47306,italian
47656,southern_us
47650,southern_us
23677,mexican
47300,vietnamese
28432,chinese
5138,filipino
47658,indian
47308,thai
48935,italian
25895,chinese
28394,italian
15028,italian
25963,chinese
6512,italian
6514,french
15024,chinese
29633,italian
3292,mexican
31102,mexican
31103,french
29639,southern_us
7349,southern_us
31108,french
39487,cajun_creole
3816,southern_us
23498,chinese
3818,moroccan
8704,mexican
23490,indian
30349,japanese
34629,southern_us
31361,mexican
35867,italian
35687,italian
35686,mexican
35869,vietnamese
35683,southern_us
35681,indian
19618,indian
19619,mexican
5126,southern_us
16137,italian
32666,mexican
19347,greek
16133,italian
19611,italian
12739,chinese
6160,italian
12735,chinese
10994,chinese
10993,thai
24614,chinese
24615,italian
24613,indian
25639,greek
24611,french
25636,mexican
25633,mexican
28294,italian
24949,chinese
10080,italian
46472,greek
38992,southern_us
38993,southern_us
22725,southern_us
24116,indian
22722,french
43534,british
2212,filipino
31815,indian
43531,chinese
31810,mexican
43533,chinese
21210,italian
31818,indian
43027,southern_us
46218,southern_us
46213,mexican
8523,mexican
17519,chinese
41978,italian
17516,italian
17515,italian
12852,italian
25097,italian
25095,indian
25094,filipino
13463,japanese
8527,korean
4510,thai
4511,southern_us
4516,cajun_creole
4514,filipino
11649,british
11648,greek
33604,southern_us
9423,indian
9422,mexican
5288,southern_us
17772,mexican
5285,indian
20669,mexican
20662,french
14780,mexican
27945,chinese
20664,cajun_creole
26605,southern_us
36568,italian
26604,french
36562,mexican
21397,italian
42955,french
42957,mexican
42772,greek
21399,chinese
20447,italian
20446,southern_us
20917,indian
45746,thai
27495,filipino
20442,italian
48446,thai
21318,french
20449,southern_us
39710,italian
39715,vietnamese
9280,italian
18427,southern_us
17471,korean
18428,greek
29087,indian
15612,mexican
12933,indian
12930,indian
12936,korean
15617,french
12935,jamaican
30198,italian
17474,indian
41794,cajun_creole
41792,mexican
41793,french
10206,indian
7046,indian
10202,italian
30286,italian
10201,italian
37256,indian
7049,mexican
7048,french
10209,italian
33287,indian
18398,indian
37216,cajun_creole
37961,chinese
37746,mexican
37740,mexican
37741,vietnamese
34438,italian
15924,chinese
15925,mexican
34431,french
6984,southern_us
30770,chinese
15921,mexican
6981,russian
6980,italian
24990,italian
39362,french
39363,mexican
24993,chinese
39367,cajun_creole
14696,mexican
2981,italian
14699,chinese
24373,greek
21166,italian
47538,southern_us
28096,mexican
1014,greek
47827,southern_us
47824,french
1017,vietnamese
1011,mexican
1013,mexican
44164,french
40440,british
4356,italian
40442,italian
40444,cajun_creole
4353,indian
28717,mexican
11006,thai
28710,italian
28249,italian
14529,japanese
28718,spanish
439,filipino
23257,mexican
434,italian
22886,italian
431,vietnamese
29881,southern_us
11344,chinese
11340,mexican
11342,japanese
43238,french
43237,cajun_creole
11349,french
43230,greek
32871,thai
32873,french
19115,indian
19118,mexican
5706,indian
5707,thai
5702,chinese
21312,italian
35474,southern_us
15334,cajun_creole
15337,french
46025,italian
49035,southern_us
30854,italian
48733,italian
23808,chinese
23809,italian
49033,japanese
23801,brazilian
23806,italian
23804,moroccan
49032,japanese
27139,southern_us
48737,italian
43491,chinese
25404,irish
43495,italian
42297,russian
25409,french
43947,thai
24193,southern_us
16585,italian
46246,italian
16581,cajun_creole
32298,southern_us
42018,filipino
12696,southern_us
41073,italian
42549,indian
42546,japanese
21894,cajun_creole
46043,southern_us
21892,mexican
42540,indian
21890,french
48346,korean
28655,chinese
39960,southern_us
48613,chinese
39964,french
39965,southern_us
20164,southern_us
19802,cajun_creole
19801,cajun_creole
21094,indian
16365,indian
19804,mexican
16369,chinese
49218,korean
26264,southern_us
26266,chinese
17180,thai
17182,mexican
26269,mexican
17185,southern_us
22498,korean
9366,italian
9367,french
9365,french
9361,mexican
8985,italian
8986,southern_us
49185,indian
8988,mexican
3797,thai
3792,irish
2406,italian
2404,southern_us
2405,mexican
4987,mexican
45240,mexican
41890,mexican
45242,italian
45243,italian
45533,mexican
45246,southern_us
44118,mexican
44113,southern_us
44116,indian
1953,italian
1952,chinese
14064,japanese
49455,mexican
14063,italian
41091,italian
3249,chinese
20513,mexican
3241,southern_us
3240,mexican
3244,italian
13258,southern_us
13256,thai
35601,japanese
18986,mexican
18981,korean
18980,cajun_creole
18983,italian
18982,mexican
18989,chinese
18988,mexican
1482,chinese
14208,southern_us
5499,italian
1485,italian
3309,southern_us
28521,japanese
1488,chinese
14207,mexican
28526,italian
14205,southern_us
30561,chinese
30560,mexican
30562,southern_us
48588,southern_us
48589,chinese
20054,mexican
48580,italian
20053,indian
36607,italian
12140,indian
40142,thai
47495,italian
18186,chinese
41631,southern_us
41630,southern_us
41136,mexican
41639,italian
18026,filipino
11046,southern_us
18024,mexican
519,chinese
40854,italian
40855,italian
40324,chinese
40853,indian
40850,mexican
43337,chinese
511,korean
40329,chinese
29925,vietnamese
29924,southern_us
21647,chinese
40858,cajun_creole
37873,mexican
622,spanish
1221,indian
23127,mexican
18021,southern_us
23120,chinese
23650,french
6536,italian
30384,italian
15005,indian
8292,italian
31964,french
15001,chinese
27727,italian
27725,italian
27724,thai
15558,japanese
15009,italian
24483,french
25987,indian
25981,mexican
25982,french
29659,french
30800,french
29651,southern_us
31169,french
35110,mexican
24174,indian
3870,mexican
32462,british
3875,greek
34606,indian
34607,italian
8471,mexican
34601,mexican
34602,french
34603,chinese
44805,mexican
44803,greek
7561,mexican
35809,cajun_creole
29668,italian
31388,chinese
35806,mexican
19328,italian
32603,mexican
19320,french
19326,chinese
32604,filipino
9304,korean
22528,british
22295,french
22290,italian
4167,chinese
13897,mexican
4162,mexican
4160,southern_us
26450,mexican
26451,italian
24634,italian
24631,italian
24632,russian
37020,jamaican
24037,italian
46186,indian
46184,southern_us
49690,italian
26180,mexican
26181,italian
26182,mexican
38977,mexican
22741,vietnamese
38972,italian
43553,italian
43002,greek
31839,french
2231,mexican
18882,french
2232,southern_us
2237,mexican
2236,italian
19634,cajun_creole
16115,french
16117,french
5933,french
16111,british
16113,korean
19638,brazilian
21749,italian
5938,italian
229,italian
17576,italian
17579,indian
3495,mexican
13401,southern_us
4571,italian
4572,french
2090,mexican
2092,mexican
13409,japanese
41952,indian
2099,indian
8423,southern_us
11661,italian
24967,thai
46458,southern_us
45186,russian
45185,french
20602,southern_us
20607,italian
23924,chinese
17795,southern_us
17791,french
45188,moroccan
25212,jamaican
47287,mexican
36040,italian
46982,southern_us
46986,italian
46235,indian
42754,southern_us
42205,chinese
42204,vietnamese
42759,italian
42971,italian
45763,mexican
45762,italian
20931,southern_us
45767,thai
20936,mexican
41409,southern_us
41406,southern_us
45986,greek
20939,french
41405,italian
48463,italian
45981,italian
48460,italian
39736,vietnamese
7368,mexican
7360,indian
7364,italian
7365,chinese
33274,italian
12314,italian
12315,japanese
12311,italian
33155,cajun_creole
33406,thai
18402,italian
47289,chinese
11932,japanese
15638,southern_us
12910,french
15631,italian
35556,mexican
30173,moroccan
9006,greek
9005,chinese
7025,moroccan
9000,italian
7028,korean
38068,italian
21515,mexican
37232,french
21511,irish
48164,italian
19583,indian
37722,mexican
37723,french
29343,french
37724,southern_us
9831,chinese
48160,french
30711,mexican
30714,cajun_creole
7592,mexican
7798,italian
7794,russian
7796,french
47805,spanish
47807,french
32705,italian
47808,southern_us
24354,french
1038,southern_us
28426,mexican
1032,cajun_creole
40467,southern_us
9126,italian
4377,korean
25563,southern_us
11061,moroccan
14540,italian
14543,indian
11062,southern_us
14545,moroccan
8662,italian
15497,filipino
34457,chinese
34459,spanish
38122,italian
15498,thai
38126,thai
31444,thai
31446,chinese
31441,southern_us
13794,mexican
13797,italian
13798,italian
31448,southern_us
11326,mexican
11328,cajun_creole
5722,italian
5723,italian
5720,chinese
32854,indian
19133,mexican
32852,mexican
27812,french
35499,chinese
23356,italian
11499,southern_us
23354,italian
23355,italian
23352,southern_us
47113,italian
23826,italian
11490,southern_us
8084,italian
27112,italian
8087,french
8081,mexican
27119,italian
8088,mexican
22193,southern_us
40347,indian
25173,mexican
43965,mexican
19792,mexican
40345,brazilian
19797,french
19794,southern_us
16566,chinese
16561,chinese
16563,mexican
6648,southern_us
6646,cajun_creole
12676,chinese
12671,southern_us
10810,french
10819,chinese
7801,italian
7800,mexican
7802,cajun_creole
24666,vietnamese
39944,greek
39947,french
42693,chinese
15215,italian
42695,mexican
16301,chinese
32140,french
21071,italian
49152,mexican
32146,japanese
6390,filipino
6391,chinese
6397,italian
6394,chinese
2396,thai
24211,italian
26245,thai
26244,korean
27479,japanese
12965,mexican
24669,mexican
49613,chinese
49612,italian
49610,southern_us
49617,greek
15647,italian
49614,mexican
46501,cajun_creole
45518,italian
43615,greek
43617,chinese
43610,filipino
2174,french
4968,indian
4966,mexican
15642,thai
4961,italian
49476,italian
49475,chinese
49473,southern_us
14041,italian
1932,italian
3263,italian
29542,cajun_creole
3265,greek
3269,french
1939,mexican
45324,french
5434,british
36912,mexican
36916,chinese
36917,chinese
36914,mexican
13237,mexican
13235,chinese
14956,italian
33367,mexican
28013,spanish
14224,vietnamese
37396,chinese
37395,italian
18210,indian
14958,french
33369,mexican
38710,indian
38716,mexican
29019,filipino
47960,italian
20038,mexican
20035,cajun_creole
40122,chinese
36628,indian
44174,mexican
44176,southern_us
36625,british
40129,mexican
36621,mexican
36622,italian
47479,mexican
47474,french
47476,british
41613,chinese
41612,mexican
28904,southern_us
6880,southern_us
15790,indian
6888,mexican
6889,mexican
40878,mexican
44395,mexican
44392,southern_us
47618,mexican
607,french
606,korean
603,italian
1205,southern_us
1201,indian
1200,southern_us
1203,french
8277,chinese
8275,mexican
15578,mexican
8272,british
29676,indian
16092,southern_us
26881,cajun_creole
26880,mexican
29670,chinese
39445,southern_us
39447,italian
24156,british
47821,mexican
31140,korean
31141,french
31143,italian
31632,italian
31633,italian
31146,italian
31147,mexican
20432,southern_us
10774,irish
12204,thai
29481,italian
8413,italian
34663,southern_us
8410,mexican
34666,italian
12206,italian
8415,french
35391,italian
35825,italian
7589,mexican
44825,moroccan
35820,southern_us
9807,british
39191,southern_us
39197,indian
39196,moroccan
35829,french
18127,mexican
22506,indian
22501,mexican
15917,italian
14851,indian
26476,italian
26471,cajun_creole
15391,southern_us
4148,southern_us
4144,jamaican
4143,mexican
3856,cajun_creole
28105,southern_us
24652,mexican
24651,chinese
32449,chinese
3859,italian
22762,japanese
38950,italian
38952,italian
38953,mexican
35530,chinese
31858,british
40333,mexican
43570,vietnamese
31850,japanese
43574,japanese
31854,japanese
31855,italian
32620,french
16171,indian
32381,chinese
19307,italian
5914,japanese
19659,korean
38481,mexican
32166,thai
17225,italian
17226,mexican
17221,mexican
16893,italian
32164,russian
13429,southern_us
4554,indian
4553,mexican
4550,french
32162,southern_us
11686,chinese
11681,italian
46430,southern_us
46431,french
24906,italian
9773,italian
24905,cajun_creole
46439,chinese
15423,southern_us
27308,italian
45169,chinese
27909,cajun_creole
27907,korean
45167,greek
20624,italian
45160,italian
25233,french
25237,mexican
25235,indian
21408,thai
32168,korean
21409,italian
16795,indian
16791,french
18955,italian
16798,french
6077,cajun_creole
6076,italian
42229,southern_us
42228,indian
6073,southern_us
12080,chinese
42731,southern_us
49285,cajun_creole
49287,indian
45708,italian
20600,italian
45701,italian
20953,chinese
20480,italian
45706,korean
7347,italian
34773,chinese
7343,greek
7340,russian
10026,italian
21403,chinese
10021,indian
21682,british
21683,cajun_creole
21680,indian
21681,mexican
21688,british
12339,chinese
12336,chinese
33170,southern_us
30481,italian
30484,mexican
9028,british
7000,french
7003,mexican
29083,chinese
7007,korean
10245,mexican
33281,italian
37253,indian
37251,french
33285,italian
37257,korean
37706,french
33286,thai
24014,italian
24015,italian
18688,french
18689,italian
22889,indian
41425,indian
41422,french
22880,mexican
22885,vietnamese
5886,mexican
741,french
29882,indian
743,japanese
744,french
5885,korean
29886,cajun_creole
29888,italian
24331,french
24333,italian
24335,thai
24334,mexican
24337,italian
27068,mexican
2944,mexican
2943,italian
2942,indian
2940,italian
47863,thai
5355,southern_us
1053,italian
47866,italian
5352,southern_us
5350,vietnamese
47869,italian
30154,southern_us
30152,chinese
27069,southern_us
4311,chinese
4312,southern_us
40489,japanese
31282,french
4316,southern_us
4319,italian
40483,southern_us
37876,mexican
33824,italian
11045,french
33826,thai
18023,french
11041,brazilian
11040,japanese
33829,thai
14568,spanish
38107,indian
3111,mexican
15963,italian
15964,greek
15965,indian
34479,chinese
15967,italian
15968,mexican
34476,filipino
34470,mexican
49671,mexican
31468,italian
35701,indian
47286,italian
11309,french
23595,italian
5749,italian
11307,southern_us
27838,cajun_creole
27684,mexican
25821,mexican
29754,japanese
28828,italian
23374,chinese
47135,moroccan
23376,italian
28948,french
47132,italian
15214,cajun_creole
12535,chinese
12533,southern_us
15211,moroccan
15218,italian
39276,italian
39277,southern_us
28769,southern_us
21043,southern_us
22100,italian
27456,mexican
42503,mexican
16091,greek
16090,korean
14186,southern_us
16095,mexican
16097,italian
6669,mexican
6662,italian
6660,southern_us
12650,chinese
10879,chinese
10878,mexican
7,indian
10871,brazilian
10875,vietnamese
19846,greek
16325,southern_us
19844,italian
16895,filipino
19842,mexican
16897,southern_us
16896,southern_us
19518,mexican
19848,italian
21059,italian
21053,italian
29280,mexican
21054,mexican
43903,mexican
2379,mexican
43906,indian
43909,italian
43908,cajun_creole
2377,mexican
26224,italian
26227,mexican
26226,mexican
46375,southern_us
46374,indian
46371,mexican
46370,italian
46372,italian
21238,indian
23982,french
4946,korean
41859,italian
45577,italian
45579,mexican
4948,indian
2118,filipino
2110,italian
2114,greek
2117,indian
14022,southern_us
14020,italian
14025,greek
49494,cajun_creole
49491,chinese
4019,southern_us
29352,indian
3284,italian
3282,irish
3281,greek
5105,italian
18377,southern_us
36398,mexican
10499,chinese
36427,mexican
36932,cajun_creole
36425,southern_us
36390,french
36937,filipino
883,indian
14978,southern_us
24579,mexican
884,french
18232,indian
33614,british
33341,southern_us
33342,mexican
4016,southern_us
45396,brazilian
20013,italian
34860,cajun_creole
43716,spanish
34863,italian
38731,italian
38735,chinese
45398,italian
32512,moroccan
24573,italian
30281,mexican
44159,spanish
44158,chinese
44625,italian
40101,vietnamese
44155,chinese
40103,cajun_creole
36644,mexican
44622,vietnamese
47453,indian
47452,southern_us
47451,italian
9880,italian
41671,mexican
15777,thai
41676,french
19439,mexican
29477,italian
29476,greek
17989,french
40816,mexican
40815,italian
668,southern_us
665,indian
15511,korean
15510,southern_us
34390,italian
8787,indian
31614,italian
31610,mexican
7619,italian
39463,mexican
29697,mexican
7617,mexican
39464,indian
37110,mexican
34136,mexican
34641,indian
34645,southern_us
8436,italian
8438,french
9825,mexican
30609,italian
44849,southern_us
44840,italian
32338,french
44847,japanese
44846,italian
47637,mexican
47636,indian
6120,mexican
22562,italian
22563,southern_us
22564,chinese
12595,southern_us
26414,italian
31557,mexican
24672,chinese
4128,indian
34501,italian
4125,mexican
32421,southern_us
28125,japanese
28126,italian
5686,mexican
38931,italian
38937,italian
38935,italian
31871,indian
23856,southern_us
35517,italian
35515,italian
36933,chinese
23783,greek
36422,thai
11516,vietnamese
16158,chinese
19679,vietnamese
27096,chinese
16150,indian
32391,mexican
16152,mexican
5970,filipino
5975,mexican
23070,mexican
17207,thai
17206,indian
16288,filipino
27323,indian
27326,southern_us
46148,japanese
24921,mexican
46412,thai
46145,russian
46414,mexican
46415,mexican
24927,cajun_creole
2585,mexican
2580,mexican
45490,italian
45493,italian
45146,greek
45496,mexican
25258,thai
31482,indian
18235,southern_us
36099,southern_us
14797,mexican
25254,thai
42241,japanese
20010,italian
42713,italian
42710,indian
26614,indian
6058,cajun_creole
20015,mexican
10005,chinese
10002,chinese
20541,southern_us
2633,french
26611,mexican
9598,southern_us
9228,french
9224,chinese
33112,italian
33118,chinese
30816,vietnamese
38736,mexican
12357,mexican
10261,cajun_creole
42866,mexican
9043,italian
9045,indian
37279,french
21558,southern_us
3541,filipino
21552,italian
24073,southern_us
21551,french
21554,indian
37277,mexican
45720,chinese
41448,italian
2964,mexican
768,chinese
44455,greek
44452,italian
26787,mexican
44451,mexican
40715,british
761,indian
29862,indian
767,chinese
40713,french
44459,japanese
47848,southern_us
5370,southern_us
38699,chinese
5372,french
13009,indian
20492,cajun_creole
4338,mexican
4336,southern_us
4337,greek
4334,thai
36642,southern_us
3137,mexican
37858,indian
18009,southern_us
3133,southern_us
44156,mexican
14586,southern_us
27525,chinese
20207,vietnamese
20200,thai
20202,italian
17850,indian
22897,cajun_creole
15981,mexican
31409,french
31408,french
30140,italian
30918,indian
23579,japanese
43351,italian
23577,mexican
23574,chinese
23572,greek
5760,italian
49028,mexican
23247,southern_us
15182,filipino
15183,mexican
15181,italian
15188,indian
23713,mexican
27040,italian
23242,vietnamese
25806,greek
25807,chinese
25802,chinese
15327,chinese
28808,italian
36896,chinese
23318,italian
46037,spanish
47151,moroccan
47156,chinese
23315,chinese
12519,greek
12514,mexican
